po_number,date,supplier,material_id,qty_ordered,qty_received,unit_price,total_eur,expected_delivery,actual_delivery,delay_days,quality_score
PO-01759,2026-01-14,Toray Composite,MAT_0390,77,77,45.76,3523.48,2026-03-09,2026-03-09,0,5
PO-01555,2026-01-14,Foam Italia,MAT_0039,2290,2290,5.89,13493.97,2026-01-25,2026-01-26,1,3
PO-00724,2026-01-14,Toray Composite,MAT_0059,192,192,45.35,8707.02,2026-03-06,2026-03-06,0,4
PO-01209,2026-01-14,Crocs Inc (supplied),MAT_0122,1120,1120,8.05,9012.44,2026-02-11,2026-02-11,0,4
PO-01164,2026-01-14,Zecchetto Accessori,MAT_0160,352,352,1.01,356.06,2026-01-21,2026-01-22,1,5
PO-00325,2026-01-14,Covestro AG,MAT_0258,593,593,8.71,5165.67,2026-01-26,2026-01-26,0,4
PO-00151,2026-01-14,Shenzhen Minghui,MAT_0020,12882,12882,0.03,384.02,2026-02-27,2026-02-27,0,4
PO-00531,2026-01-15,Toray Industries,MAT_0214,799,799,18.42,14715.21,2026-03-04,2026-03-04,0,4
PO-00074,2026-01-15,Toray Industries,MAT_0292,943,770,21.49,16544.4,2026-03-03,2026-03-03,0,5
PO-01861,2026-01-15,Covestro AG,MAT_0335,208,208,9.68,2013.4,2026-01-22,2026-01-22,0,4
PO-00530,2026-01-15,Karteks Banja Luka,MAT_0040,1339,1339,0.73,974.44,2026-01-20,2026-01-20,0,5
PO-00161,2026-01-15,Global Trim,MAT_0176,2177,2177,0.12,260.7,2026-02-19,2026-02-28,9,4
PO-01172,2026-01-15,Shenzhen Minghui,MAT_0148,4427,4427,0.03,130.5,2026-02-15,2026-02-16,1,4
PO-00021,2026-01-15,Global Trim,MAT_0112,11644,11644,0.14,1622.87,2026-02-20,2026-02-22,2,5
PO-00871,2026-01-16,Karteks Banja Luka,MAT_0220,3554,3554,0.67,2385.61,2026-01-19,2026-01-21,2,4
PO-01077,2026-01-16,Shenzhen Minghui,MAT_0020,26796,22722,0.03,694.12,2026-03-01,2026-03-01,0,5
PO-00835,2026-01-16,Karteks Banja Luka,MAT_0417,4723,4723,0.64,3001.41,2026-01-18,2026-01-18,0,4
PO-00476,2026-01-16,Covestro AG,MAT_0440,721,721,8.04,5796.1,2026-01-25,2026-01-25,0,3
PO-01963,2026-01-16,Gomma Padana,MAT_0140,1725,1725,13.68,23593.88,2026-01-29,2026-01-29,0,5
PO-01691,2026-01-16,Toray Composite,MAT_0012,493,493,44.67,22021.83,2026-03-08,2026-03-08,0,4
PO-01367,2026-01-17,Henkel AG,MAT_0161,334,334,21.15,7064.29,2026-02-01,2026-02-02,1,4
PO-00431,2026-01-17,Gomma Padana,MAT_0131,798,643,13.63,8762.21,2026-01-26,2026-01-26,0,5
PO-01059,2026-01-17,Crocs Inc (supplied),MAT_0237,1011,1011,8.7,8799.99,2026-02-22,2026-02-22,0,4
PO-00515,2026-01-17,Toray Composite,MAT_0012,386,386,45.56,17587.08,2026-03-09,2026-03-09,0,4
PO-01082,2026-01-17,Coats Group,MAT_0245,1133,1133,5.15,5840.28,2026-02-01,2026-02-02,1,3
PO-01004,2026-01-17,Global Trim,MAT_0422,3689,3689,0.11,414.88,2026-02-28,2026-02-28,0,4
PO-01626,2026-01-17,Coats Group,MAT_0104,482,482,7.01,3379.58,2026-02-06,2026-02-06,0,4
PO-00632,2026-01-17,Texon International,MAT_0271,723,723,3.29,2377.74,2026-02-06,2026-02-06,0,4
PO-01766,2026-01-17,Zhejiang Paper,MAT_0347,11319,11319,0.07,799.07,2026-02-16,2026-02-16,0,5
PO-01454,2026-01-18,Zhejiang Paper,MAT_0305,9188,9188,0.09,816.37,2026-02-22,2026-02-22,0,5
PO-01991,2026-01-18,American & Efird,MAT_0207,494,396,6.4,2533.82,2026-02-25,2026-02-25,0,3
PO-01636,2026-01-18,Foam Italia,MAT_0117,2109,2109,3.54,7468.01,2026-02-05,2026-02-05,0,4
PO-01475,2026-01-19,NXP Semiconductors,MAT_0399,5873,5873,0.49,2862.07,2026-01-29,2026-01-29,0,4
PO-00076,2026-01-19,American & Efird,MAT_0109,806,806,5.52,4452.96,2026-02-24,2026-02-25,1,5
PO-00275,2026-01-19,Henkel AG,MAT_0035,137,137,22.83,3127.28,2026-01-31,2026-01-31,0,5
PO-01494,2026-01-19,Far Eastern Textile,MAT_0362,983,983,2.98,2929.87,2026-02-24,2026-02-24,0,5
PO-01546,2026-01-19,Coats Group,MAT_0195,499,499,5.81,2897.62,2026-02-05,2026-02-05,0,4
PO-00459,2026-01-19,Karteks Banja Luka,MAT_0417,10912,10912,0.62,6819.01,2026-01-21,2026-01-21,0,5
PO-00200,2026-01-19,Shenzhen Minghui,MAT_0070,20105,20105,0.03,608.86,2026-03-01,2026-03-02,1,4
PO-00869,2026-01-20,Henkel AG,MAT_0473,191,191,23.49,4486.48,2026-01-30,2026-01-30,0,4
PO-00078,2026-01-20,NXP Semiconductors,MAT_0454,2942,2942,0.55,1631.54,2026-02-02,2026-02-06,4,5
PO-01565,2026-01-20,Crocs Inc (supplied),MAT_0253,1503,1503,9.55,14346.85,2026-02-16,2026-02-16,0,4
PO-00654,2026-01-21,Shenzhen Minghui,MAT_0329,13321,13321,0.03,409.84,2026-03-05,2026-03-05,0,4
PO-00870,2026-01-21,American & Efird,MAT_0021,1068,1068,6.53,6973.77,2026-03-02,2026-03-02,0,4
PO-01388,2026-01-21,Zecchetto Accessori,MAT_0475,3342,3342,1.03,3430.92,2026-02-05,2026-02-05,0,3
PO-00667,2026-01-22,American & Efird,MAT_0366,329,329,7.47,2457.53,2026-03-02,2026-03-02,0,3
PO-00394,2026-01-22,Far Eastern Textile,MAT_0009,1919,1919,3.71,7119.6,2026-03-01,2026-03-03,2,3
PO-00601,2026-01-22,Global Trim,MAT_0467,12584,11645,0.11,1275.43,2026-02-25,2026-02-25,0,4
PO-00055,2026-01-22,Toray Composite,MAT_0369,90,90,43.76,3938.29,2026-03-01,2026-03-01,0,5
PO-00539,2026-01-22,Toray Industries,MAT_0002,1290,1290,18.86,24331.08,2026-03-02,2026-03-02,0,2
PO-00875,2026-01-23,Far Eastern Textile,MAT_0358,629,419,3.1,1298.9,2026-02-25,2026-02-26,1,1
PO-01736,2026-01-23,Toray Composite,MAT_0103,59,59,38.5,2271.6,2026-03-14,2026-03-14,0,3
PO-01754,2026-01-23,Covestro AG,MAT_0182,79,79,9.79,773.43,2026-02-02,2026-02-02,0,5
PO-01775,2026-01-23,Covestro AG,MAT_0133,1026,1026,8.49,8711.89,2026-02-06,2026-02-06,0,4
PO-00551,2026-01-23,Crocs Inc (supplied),MAT_0208,354,354,10.09,3570.32,2026-02-26,2026-02-27,1,3
PO-01416,2026-01-23,Toray Industries,MAT_0500,2609,2609,19.62,51187.88,2026-03-12,2026-03-12,0,4
PO-01423,2026-01-23,American & Efird,MAT_0093,578,578,5.97,3448.48,2026-02-24,2026-02-24,0,3
PO-00929,2026-01-24,Covestro AG,MAT_0441,1284,1284,8.31,10672.42,2026-02-05,2026-02-05,0,4
PO-01735,2026-01-24,Far Eastern Textile,MAT_0178,1393,1393,2.88,4016.19,2026-02-23,2026-02-23,0,5
PO-00758,2026-01-24,Global Trim,MAT_0151,4247,4247,0.1,415.56,2026-03-03,2026-03-06,3,4
PO-00564,2026-01-24,Covestro AG,MAT_0487,353,353,11.1,3917.58,2026-02-08,2026-02-08,0,4
PO-01780,2026-01-24,Foam Italia,MAT_0309,1777,1777,4.73,8413.8,2026-02-02,2026-02-02,0,3
PO-00457,2026-01-24,Gomma Padana,MAT_0010,488,488,12.31,6008.22,2026-02-05,2026-02-05,0,4
PO-00282,2026-01-25,Global Trim,MAT_0467,12923,12923,0.11,1440.26,2026-02-28,2026-02-28,0,4
PO-01640,2026-01-25,Far Eastern Textile,MAT_0378,1320,1320,3.24,4272.06,2026-03-11,2026-03-11,0,4
PO-00763,2026-01-25,Zhejiang Paper,MAT_0347,9505,9505,0.07,675.77,2026-02-24,2026-02-24,0,5
PO-01529,2026-01-25,Toray Industries,MAT_0027,273,273,18.41,5027.1,2026-03-06,2026-03-06,0,5
PO-01975,2026-01-25,Crocs Inc (supplied),MAT_0253,1881,1881,9.63,18115.83,2026-02-21,2026-02-21,0,4
PO-01532,2026-01-25,Far Eastern Textile,MAT_0217,823,823,4.31,3548.21,2026-03-11,2026-03-11,0,4
PO-01338,2026-01-25,Covestro AG,MAT_0166,701,701,9.26,6489.16,2026-02-02,2026-02-02,0,4
PO-01128,2026-01-26,Far Eastern Textile,MAT_0362,1341,832,2.98,2479.44,2026-03-03,2026-03-03,0,3
PO-00592,2026-01-26,Far Eastern Textile,MAT_0310,3422,3422,3.51,12027.6,2026-03-07,2026-03-07,0,5
PO-00941,2026-01-26,Toray Industries,MAT_0386,1649,1649,19.63,32364.52,2026-03-10,2026-03-10,0,4
PO-01784,2026-01-27,Zhejiang Paper,MAT_0347,3108,3108,0.07,221.33,2026-02-26,2026-02-27,1,4
PO-01916,2026-01-27,Crocs Inc (supplied),MAT_0253,1142,1142,9.77,11151.92,2026-02-23,2026-02-23,0,5
PO-01655,2026-01-27,Zecchetto Accessori,MAT_0356,1128,1128,0.94,1056.6,2026-02-06,2026-02-10,4,4
PO-01513,2026-01-27,Far Eastern Textile,MAT_0153,852,852,4.33,3685.73,2026-02-27,2026-02-27,0,5
PO-01094,2026-01-27,American & Efird,MAT_0442,799,799,7.16,5722.52,2026-02-24,2026-03-04,8,4
PO-01889,2026-01-28,Henkel AG,MAT_0250,279,279,23.45,6543.81,2026-02-06,2026-02-11,5,4
PO-01996,2026-01-28,Global Trim,MAT_0341,10897,10897,0.11,1207.69,2026-03-10,2026-03-11,1,4
PO-01337,2026-01-28,Gomma Padana,MAT_0113,847,847,12.18,10318.64,2026-02-12,2026-02-12,0,5
PO-00428,2026-01-28,Covestro AG,MAT_0006,811,811,9.34,7576.42,2026-02-05,2026-02-05,0,2
PO-01629,2026-01-28,Texon International,MAT_0084,756,756,3.26,2463.44,2026-02-17,2026-02-17,0,1
PO-00357,2026-01-29,Henkel AG,MAT_0226,248,248,18.62,4618.02,2026-02-13,2026-02-13,0,5
PO-00638,2026-01-29,Toray Composite,MAT_0103,199,199,37.73,7509.07,2026-03-20,2026-03-20,0,4
PO-01344,2026-01-29,Toray Industries,MAT_0374,719,719,17.43,12531.17,2026-03-22,2026-03-22,0,4
PO-01043,2026-01-29,Global Trim,MAT_0046,7142,7142,0.1,712.26,2026-03-04,2026-03-04,0,5
PO-00985,2026-01-29,NXP Semiconductors,MAT_0402,2191,2191,0.5,1095.68,2026-02-14,2026-02-14,0,4
PO-00933,2026-01-30,Gomma Padana,MAT_0140,1512,1512,14.17,21421.3,2026-02-12,2026-02-16,4,5
PO-01731,2026-01-30,Toray Composite,MAT_0369,122,122,43.5,5307.33,2026-03-09,2026-03-09,0,2
PO-00850,2026-01-30,Covestro AG,MAT_0323,747,747,10.75,8030.67,2026-02-11,2026-02-14,3,5
PO-00399,2026-01-30,Covestro AG,MAT_0166,332,332,8.88,2946.69,2026-02-07,2026-02-07,0,4
PO-01205,2026-01-30,NXP Semiconductors,MAT_0486,1842,1842,0.4,731.88,2026-02-09,2026-02-09,0,4
PO-00244,2026-01-30,Toray Industries,MAT_0096,1005,1005,20.23,20328.93,2026-03-17,2026-03-17,0,1
PO-00570,2026-01-31,Crocs Inc (supplied),MAT_0208,443,443,9.86,4367.13,2026-03-06,2026-03-06,0,4
PO-00909,2026-01-31,Covestro AG,MAT_0182,276,276,10.24,2826.84,2026-02-10,2026-02-14,4,5
PO-00386,2026-01-31,Toray Industries,MAT_0173,823,823,18.67,15364.28,2026-03-10,2026-03-10,0,5
PO-01932,2026-01-31,American & Efird,MAT_0388,334,334,6.68,2230.65,2026-02-25,2026-02-25,0,2
PO-00863,2026-01-31,Foam Italia,MAT_0275,1889,1889,3.58,6761.32,2026-02-09,2026-02-09,0,5
PO-01418,2026-01-31,Zhejiang Paper,MAT_0305,2814,2814,0.09,249.79,2026-03-07,2026-03-11,4,5
PO-00264,2026-01-31,American & Efird,MAT_0155,522,522,6.95,3626.41,2026-03-08,2026-03-08,0,4
PO-00350,2026-01-31,Foam Italia,MAT_0102,360,360,4.52,1626.4,2026-02-13,2026-02-13,0,4
PO-00590,2026-01-31,Toray Composite,MAT_0159,128,128,48.75,6240.37,2026-03-18,2026-03-18,0,4
PO-00451,2026-02-01,Karteks Banja Luka,MAT_0417,10728,10728,0.62,6662.17,2026-02-03,2026-02-06,3,5
PO-01466,2026-02-01,Crocs Inc (supplied),MAT_0063,1560,1560,9.3,14505.57,2026-03-09,2026-03-09,0,5
PO-01460,2026-02-01,Toray Composite,MAT_0295,219,219,38.46,8423.08,2026-03-19,2026-03-19,0,4
PO-00611,2026-02-01,Coats Group,MAT_0104,1065,1065,7.13,7588.42,2026-02-21,2026-02-21,0,5
PO-00732,2026-02-01,Gomma Padana,MAT_0376,1132,1132,14.35,16241.33,2026-02-16,2026-02-16,0,5
PO-01331,2026-02-01,Zhejiang Paper,MAT_0430,8287,8287,0.09,736.15,2026-03-09,2026-03-11,2,4
PO-01551,2026-02-02,Covestro AG,MAT_0215,551,551,8.87,4890.09,2026-02-09,2026-02-09,0,5
PO-00144,2026-02-02,Shenzhen Minghui,MAT_0148,5826,5826,0.03,174.56,2026-03-05,2026-03-05,0,5
PO-01304,2026-02-02,Henkel AG,MAT_0152,97,97,15.46,1499.34,2026-02-14,2026-02-14,0,5
PO-01985,2026-02-02,Texon International,MAT_0354,341,293,3.53,1033.97,2026-02-18,2026-02-18,0,4
PO-00953,2026-02-02,Henkel AG,MAT_0276,893,893,15.45,13795.69,2026-02-14,2026-02-14,0,1
PO-01604,2026-02-03,Shenzhen Minghui,MAT_0148,7628,7628,0.03,223.15,2026-03-06,2026-03-06,0,5
PO-01026,2026-02-03,Texon International,MAT_0248,599,599,2.94,1762.38,2026-02-15,2026-02-15,0,4
PO-00241,2026-02-03,NXP Semiconductors,MAT_0486,1248,1248,0.39,489.97,2026-02-13,2026-02-13,0,2
PO-01809,2026-02-03,Henkel AG,MAT_0043,493,493,17.3,8527.35,2026-02-10,2026-02-10,0,2
PO-01741,2026-02-04,Shenzhen Minghui,MAT_0148,15698,15698,0.03,459.65,2026-03-07,2026-03-07,0,4
PO-00802,2026-02-04,Far Eastern Textile,MAT_0044,1264,1264,3.58,4519.46,2026-03-21,2026-03-21,0,4
PO-01023,2026-02-04,Foam Italia,MAT_0298,2571,2571,3.92,10070.76,2026-02-18,2026-02-18,0,3
PO-01136,2026-02-04,Coats Group,MAT_0075,805,805,6.14,4945.77,2026-02-23,2026-02-23,0,3
PO-01591,2026-02-04,NXP Semiconductors,MAT_0402,4766,4766,0.48,2296.86,2026-02-20,2026-02-20,0,4
PO-00987,2026-02-04,American & Efird,MAT_0124,535,535,7.43,3972.63,2026-03-13,2026-03-13,0,5
PO-00191,2026-02-04,Gomma Padana,MAT_0140,1462,1462,13.66,19976.91,2026-02-17,2026-02-21,4,4
PO-00486,2026-02-04,Zecchetto Accessori,MAT_0401,3043,3043,0.9,2738.41,2026-02-12,2026-02-12,0,4
PO-01088,2026-02-04,Covestro AG,MAT_0277,596,596,9.85,5869.29,2026-02-18,2026-02-18,0,5
PO-01514,2026-02-04,Texon International,MAT_0024,2194,2194,2.78,6097.91,2026-02-19,2026-02-19,0,5
PO-01885,2026-02-04,Covestro AG,MAT_0053,334,334,10.07,3364.22,2026-02-17,2026-02-17,0,4
PO-00743,2026-02-05,Toray Composite,MAT_0159,106,106,48.89,5182.38,2026-03-23,2026-03-23,0,2
PO-00962,2026-02-05,NXP Semiconductors,MAT_0486,2589,2589,0.39,1017.02,2026-02-15,2026-02-15,0,5
PO-01455,2026-02-05,Karteks Banja Luka,MAT_0421,2748,2748,0.71,1945.95,2026-02-07,2026-02-07,0,4
PO-00784,2026-02-05,Far Eastern Textile,MAT_0199,804,804,3.21,2583.89,2026-03-20,2026-03-21,1,2
PO-00168,2026-02-05,Karteks Banja Luka,MAT_0074,1794,1794,0.55,981.24,2026-02-09,2026-02-09,0,3
PO-00780,2026-02-06,Shenzhen Minghui,MAT_0148,17474,17474,0.03,529.75,2026-03-09,2026-03-09,0,2
PO-01708,2026-02-06,Covestro AG,MAT_0246,155,155,10.75,1665.56,2026-02-19,2026-02-23,4,3
PO-00147,2026-02-06,Karteks Banja Luka,MAT_0123,1246,1246,0.62,772.55,2026-02-10,2026-02-10,0,4
PO-01374,2026-02-07,Toray Composite,MAT_0180,220,220,53.47,11762.88,2026-03-17,2026-03-17,0,4
PO-01664,2026-02-07,Coats Group,MAT_0462,424,424,6.71,2844.84,2026-02-21,2026-02-27,6,5
PO-01744,2026-02-07,Covestro AG,MAT_0444,411,411,10.41,4278.47,2026-02-22,2026-02-22,0,5
PO-00876,2026-02-07,Covestro AG,MAT_0242,124,124,10.84,1344.31,2026-02-21,2026-02-21,0,5
PO-00689,2026-02-08,American & Efird,MAT_0124,366,366,7.47,2734.12,2026-03-17,2026-03-17,0,5
PO-01929,2026-02-08,Zecchetto Accessori,MAT_0111,1093,1093,1.04,1132.2,2026-02-21,2026-02-21,0,3
PO-00617,2026-02-08,Shenzhen Minghui,MAT_0148,6797,6797,0.03,202.53,2026-03-11,2026-03-11,0,5
PO-00400,2026-02-08,Toray Industries,MAT_0383,594,594,16.84,10004.76,2026-03-17,2026-03-17,0,3
PO-01150,2026-02-08,Texon International,MAT_0135,1017,1017,2.99,3040.89,2026-02-23,2026-02-23,0,3
PO-01066,2026-02-09,Coats Group,MAT_0045,328,328,5.41,1774.65,2026-02-21,2026-02-21,0,5
PO-01787,2026-02-09,Far Eastern Textile,MAT_0168,3547,3547,4.48,15889.24,2026-03-13,2026-03-13,0,5
PO-01821,2026-02-09,American & Efird,MAT_0290,1080,1080,6.06,6548.4,2026-03-13,2026-03-13,0,5
PO-01947,2026-02-09,American & Efird,MAT_0109,700,700,5.52,3863.36,2026-03-17,2026-03-17,0,5
PO-01813,2026-02-10,Toray Composite,MAT_0216,125,107,38.68,4138.32,2026-03-31,2026-03-31,0,3
PO-01177,2026-02-10,Gomma Padana,MAT_0190,570,570,13.42,7650.12,2026-02-24,2026-02-24,0,4
PO-00011,2026-02-10,Henkel AG,MAT_0051,1032,1032,17.16,17705.38,2026-02-23,2026-02-25,2,4
PO-00692,2026-02-10,Gomma Padana,MAT_0231,547,365,12.6,4598.45,2026-02-20,2026-02-20,0,5
PO-00914,2026-02-10,Foam Italia,MAT_0222,1742,1742,5.05,8789.34,2026-02-19,2026-02-22,3,4
PO-00180,2026-02-10,NXP Semiconductors,MAT_0479,2168,2168,0.45,982.07,2026-02-18,2026-02-19,1,5
PO-01317,2026-02-10,Gomma Padana,MAT_0376,468,468,13.7,6412.65,2026-02-25,2026-02-25,0,4
PO-01186,2026-02-11,Crocs Inc (supplied),MAT_0233,527,527,8.94,4712.34,2026-03-23,2026-03-23,0,5
PO-01826,2026-02-11,Gomma Padana,MAT_0113,1160,1160,12.12,14055.36,2026-02-26,2026-03-04,6,5
PO-01883,2026-02-11,Gomma Padana,MAT_0306,1295,1295,11.42,14790.32,2026-02-26,2026-02-26,0,5
PO-00482,2026-02-11,Henkel AG,MAT_0014,497,497,23.07,11464.21,2026-02-25,2026-02-25,0,4
PO-01199,2026-02-11,Crocs Inc (supplied),MAT_0233,351,351,8.76,3074.47,2026-03-23,2026-04-12,20,5
PO-01900,2026-02-11,Covestro AG,MAT_0279,605,605,8.96,5419.75,2026-02-21,2026-02-21,0,5
PO-01522,2026-02-11,Foam Italia,MAT_0005,1854,1854,5.2,9634.55,2026-02-19,2026-02-19,0,4
PO-00037,2026-02-11,Zhejiang Paper,MAT_0201,9450,9450,0.1,956.55,2026-03-19,2026-03-19,0,3
PO-01639,2026-02-11,Foam Italia,MAT_0089,1090,1090,3.26,3554.82,2026-02-18,2026-02-18,0,5
PO-01239,2026-02-12,Crocs Inc (supplied),MAT_0233,1118,1118,9.03,10090.66,2026-03-24,2026-03-24,0,5
PO-01751,2026-02-12,Henkel AG,MAT_0250,87,87,23.9,2079.05,2026-02-21,2026-02-22,1,3
PO-00917,2026-02-12,NXP Semiconductors,MAT_0073,5828,5828,0.47,2733.88,2026-02-26,2026-02-26,0,3
PO-00840,2026-02-12,Global Trim,MAT_0046,1917,1917,0.1,186.19,2026-03-18,2026-03-24,6,4
PO-00307,2026-02-13,Zecchetto Accessori,MAT_0411,838,838,0.95,792.19,2026-03-01,2026-03-08,7,5
PO-01214,2026-02-13,Gomma Padana,MAT_0097,698,698,12.7,8861.14,2026-02-26,2026-02-26,0,4
PO-00174,2026-02-13,Texon International,MAT_0084,1630,1630,3.3,5382.21,2026-03-05,2026-03-05,0,5
PO-00545,2026-02-13,Henkel AG,MAT_0321,869,869,23.07,20051.64,2026-02-24,2026-02-24,0,5
PO-00990,2026-02-13,Karteks Banja Luka,MAT_0040,3775,3775,0.75,2844.16,2026-02-18,2026-03-05,15,4
PO-01056,2026-02-13,Global Trim,MAT_0016,15317,15317,0.12,1811.92,2026-03-22,2026-03-22,0,5
PO-00890,2026-02-13,NXP Semiconductors,MAT_0415,5184,5184,0.5,2596.58,2026-02-27,2026-02-27,0,5
PO-00903,2026-02-13,Foam Italia,MAT_0336,963,963,4.91,4729.15,2026-03-03,2026-03-03,0,4
PO-01117,2026-02-13,Gomma Padana,MAT_0210,482,482,15.43,7439.0,2026-02-21,2026-02-21,0,4
PO-00046,2026-02-14,Henkel AG,MAT_0363,748,748,25.06,18743.92,2026-02-22,2026-02-22,0,4
PO-01126,2026-02-14,Covestro AG,MAT_0165,889,889,10.26,9122.13,2026-02-27,2026-02-27,0,4
PO-00062,2026-02-14,Texon International,MAT_0084,2352,2014,3.32,6693.65,2026-03-06,2026-03-06,0,2
PO-00789,2026-02-14,Global Trim,MAT_0341,5205,4659,0.11,516.36,2026-03-27,2026-03-27,0,4
PO-00473,2026-02-14,Texon International,MAT_0449,1104,1104,4.0,4415.32,2026-03-07,2026-03-07,0,5
PO-01207,2026-02-15,Shenzhen Minghui,MAT_0329,19372,19372,0.03,576.46,2026-03-30,2026-04-10,11,2
PO-01070,2026-02-15,Toray Industries,MAT_0243,731,731,18.13,13251.67,2026-03-29,2026-03-29,0,5
PO-01484,2026-02-15,Far Eastern Textile,MAT_0378,2670,2670,3.28,8745.6,2026-04-01,2026-04-01,0,4
PO-01976,2026-02-15,American & Efird,MAT_0442,1679,1679,7.04,11824.06,2026-03-15,2026-03-15,0,4
PO-00639,2026-02-15,Henkel AG,MAT_0343,554,554,24.63,13643.02,2026-02-24,2026-02-24,0,5
PO-00930,2026-02-15,Coats Group,MAT_0462,288,288,6.5,1871.52,2026-03-01,2026-03-06,5,4
PO-00756,2026-02-15,Coats Group,MAT_0075,229,211,6.37,1344.46,2026-03-06,2026-03-07,1,4
PO-00335,2026-02-15,Karteks Banja Luka,MAT_0421,2304,2304,0.71,1645.69,2026-02-17,2026-02-17,0,3
PO-00997,2026-02-16,Covestro AG,MAT_0351,579,579,10.31,5970.12,2026-03-01,2026-03-01,0,5
PO-01596,2026-02-16,Karteks Banja Luka,MAT_0220,7788,7788,0.68,5287.74,2026-02-19,2026-02-21,2,4
PO-00740,2026-02-16,American & Efird,MAT_0207,193,193,6.31,1218.02,2026-03-26,2026-03-26,0,4
PO-00513,2026-02-17,Gomma Padana,MAT_0010,961,588,12.08,7104.13,2026-03-01,2026-03-01,0,5
PO-00694,2026-02-17,Gomma Padana,MAT_0131,1267,1267,13.34,16902.75,2026-02-26,2026-02-26,0,5
PO-00919,2026-02-17,Zhejiang Paper,MAT_0430,13835,13835,0.09,1277.77,2026-03-25,2026-03-28,3,5
PO-00562,2026-02-17,Crocs Inc (supplied),MAT_0122,538,538,7.7,4143.51,2026-03-17,2026-03-17,0,3
PO-01212,2026-02-17,Shenzhen Minghui,MAT_0052,20936,20936,0.03,633.55,2026-03-19,2026-03-19,0,5
PO-01548,2026-02-17,Global Trim,MAT_0041,10122,10122,0.14,1402.97,2026-03-25,2026-03-25,0,2
PO-01208,2026-02-17,Toray Industries,MAT_0302,773,773,17.76,13732.06,2026-04-09,2026-04-09,0,5
PO-01797,2026-02-18,Shenzhen Minghui,MAT_0439,21694,21694,0.04,862.21,2026-03-26,2026-03-27,1,3
PO-00220,2026-02-18,Crocs Inc (supplied),MAT_0122,694,694,7.7,5344.79,2026-03-18,2026-03-18,0,5
PO-00208,2026-02-18,Foam Italia,MAT_0085,772,772,5.84,4511.23,2026-03-04,2026-03-04,0,4
PO-00645,2026-02-18,Henkel AG,MAT_0043,423,423,17.31,7323.71,2026-02-25,2026-02-25,0,5
PO-00203,2026-02-18,NXP Semiconductors,MAT_0092,3607,3607,0.49,1771.98,2026-03-03,2026-03-03,0,4
PO-01351,2026-02-19,Zecchetto Accessori,MAT_0405,5308,5308,0.88,4691.04,2026-03-04,2026-03-05,1,4
PO-01679,2026-02-19,Zhejiang Paper,MAT_0305,2727,2727,0.09,250.07,2026-03-26,2026-03-26,0,3
PO-01781,2026-02-20,Zecchetto Accessori,MAT_0437,2043,2043,1.06,2174.95,2026-02-27,2026-02-28,1,3
PO-00940,2026-02-20,NXP Semiconductors,MAT_0436,1288,1288,0.5,642.11,2026-03-06,2026-03-06,0,5
PO-00702,2026-02-21,Toray Composite,MAT_0372,203,203,40.52,8225.18,2026-03-30,2026-03-30,0,2
PO-01370,2026-02-21,Gomma Padana,MAT_0113,2060,2060,11.62,23947.39,2026-03-08,2026-03-08,0,4
PO-01429,2026-02-22,Foam Italia,MAT_0005,1237,1237,5.2,6431.27,2026-03-02,2026-03-02,0,4
PO-00625,2026-02-22,Covestro AG,MAT_0423,214,214,10.56,2260.87,2026-03-02,2026-03-02,0,5
PO-01282,2026-02-22,Foam Italia,MAT_0198,2496,2496,3.88,9684.1,2026-03-06,2026-03-07,1,2
PO-01392,2026-02-22,Zecchetto Accessori,MAT_0142,782,782,0.77,600.56,2026-03-09,2026-03-09,0,4
PO-01817,2026-02-22,Texon International,MAT_0076,746,746,3.51,2620.59,2026-03-07,2026-03-13,6,4
PO-01005,2026-02-22,Coats Group,MAT_0058,799,542,5.12,2776.98,2026-03-06,2026-03-06,0,3
PO-01537,2026-02-23,Zhejiang Paper,MAT_0172,4457,2952,0.09,270.61,2026-03-26,2026-03-26,0,4
PO-00210,2026-02-23,Texon International,MAT_0116,1525,1525,2.43,3706.79,2026-03-14,2026-03-14,0,5
PO-01160,2026-02-24,Far Eastern Textile,MAT_0457,2422,2422,4.14,10031.72,2026-03-29,2026-03-31,2,4
PO-01811,2026-02-24,Karteks Banja Luka,MAT_0445,6722,6722,0.7,4722.95,2026-02-27,2026-02-27,0,4
PO-00443,2026-02-24,Henkel AG,MAT_0179,633,633,14.28,9039.63,2026-03-04,2026-03-04,0,4
PO-01251,2026-02-24,Texon International,MAT_0248,2783,2783,2.92,8119.09,2026-03-08,2026-03-08,0,4
PO-01110,2026-02-24,Crocs Inc (supplied),MAT_0237,1445,1445,8.99,12996.2,2026-04-01,2026-04-02,1,4
PO-01576,2026-02-24,Karteks Banja Luka,MAT_0034,1713,1713,0.82,1400.57,2026-02-27,2026-02-27,0,5
PO-00345,2026-02-24,Zhejiang Paper,MAT_0172,4361,4361,0.09,390.86,2026-03-27,2026-03-27,0,2
PO-01305,2026-02-25,Zhejiang Paper,MAT_0430,13481,13481,0.09,1228.95,2026-04-02,2026-04-02,0,5
PO-01745,2026-02-25,Shenzhen Minghui,MAT_0052,19330,19330,0.03,586.65,2026-03-27,2026-03-27,0,5
PO-00658,2026-02-25,Foam Italia,MAT_0117,796,796,3.66,2917.07,2026-03-15,2026-03-15,0,3
